,Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
8201,2012,7,3,22,50,205.2,9.4
8202,2012,7,3,23,00,205.7,10
8203,2012,7,3,23,10,204.1,9.7
8204,2012,7,3,23,20,203.6,9.5
8205,2012,7,3,23,30,203.9,10.2
8206,2012,7,3,23,40,199.7,10.7
8207,2012,7,3,23,50,199.3,11.4
8208,2012,7,4,0,00,199.4,11.8
8209,2012,7,4,0,10,199.9,11.8
8210,2012,7,4,0,20,199.8,11.7
8211,2012,7,4,0,30,202.8,11.7
8212,2012,7,4,0,40,206.2,11
8213,2012,7,4,0,50,208.8,11.7
8214,2012,7,4,1,00,211.3,11.8
8215,2012,7,4,1,10,209.9,12.5
8216,2012,7,4,1,20,212.9,12.6
8217,2012,7,4,1,30,216.2,12.3
8218,2012,7,4,1,40,218.1,11.5
8219,2012,7,4,1,50,223,11.2
8220,2012,7,4,2,00,228.1,10.8
8221,2012,7,4,2,10,230.9,10.7
8222,2012,7,4,2,20,230.1,10.6
8223,2012,7,4,2,30,237.3,10.5
8224,2012,7,4,2,40,237.7,11.6
8225,2012,7,4,2,50,231.4,12.6
8226,2012,7,4,3,00,232.5,13
8227,2012,7,4,3,10,230.9,13.4
8228,2012,7,4,3,20,231.3,13.2
8229,2012,7,4,3,30,232.1,14.2
8230,2012,7,4,3,40,234.2,14.8
8231,2012,7,4,3,50,233.6,14.9
8232,2012,7,4,4,00,233.5,14.7
8233,2012,7,4,4,10,234.2,14.5
8234,2012,7,4,4,20,235,14.4
8235,2012,7,4,4,30,239,14.2
8236,2012,7,4,4,40,239.4,14
8237,2012,7,4,4,50,242.2,14
8238,2012,7,4,5,00,244.2,13.9
8239,2012,7,4,5,10,245.8,13.9
8240,2012,7,4,5,20,246,13.8
8241,2012,7,4,5,30,245.5,13.6
8242,2012,7,4,5,40,245.8,13.2
8243,2012,7,4,5,50,245.8,13
8244,2012,7,4,6,00,246,13.1
8245,2012,7,4,6,10,246.1,13.6
8246,2012,7,4,6,20,247.5,13.6
8247,2012,7,4,6,30,247,13.7
8248,2012,7,4,6,40,246.8,13.6
8249,2012,7,4,6,50,247,13.5
8250,2012,7,4,7,00,247.9,13.4
8251,2012,7,4,7,10,245.4,13.5
8252,2012,7,4,7,20,246.2,13.6
8253,2012,7,4,7,30,246.4,13.5
8254,2012,7,4,7,40,247.6,13.4
8255,2012,7,4,7,50,247,12.8
8256,2012,7,4,8,00,248.1,12.5
8257,2012,7,4,8,10,249.2,12.4
8258,2012,7,4,8,20,248.8,11.9
8259,2012,7,4,8,30,249.4,11.9
8260,2012,7,4,8,40,249.3,12
8261,2012,7,4,8,50,247.1,11.9
8262,2012,7,4,9,00,248.1,12.1
8263,2012,7,4,9,10,249.4,12.2
8264,2012,7,4,9,20,251.4,12.1
8265,2012,7,4,9,30,252.1,11.6
8266,2012,7,4,9,40,253.4,11.4
8267,2012,7,4,9,50,255.3,11.4
8268,2012,7,4,10,00,255.6,11.3
8269,2012,7,4,10,10,256.4,11.5
8270,2012,7,4,10,20,259.2,11.5
8271,2012,7,4,10,30,259.4,11.3
8272,2012,7,4,10,40,260.3,11.3
8273,2012,7,4,10,50,261.8,11.5
8274,2012,7,4,11,00,261.7,11.3
8275,2012,7,4,11,10,262.5,11.1
8276,2012,7,4,11,20,264,11.2
8277,2012,7,4,11,30,266.1,11.1
8278,2012,7,4,11,40,269.8,11.4
8279,2012,7,4,11,50,271.7,11.4
8280,2012,7,4,12,00,272.8,11
8281,2012,7,4,12,10,268.8,10.5
8282,2012,7,4,12,20,268.8,10.3
8283,2012,7,4,12,30,270.1,10.3
8284,2012,7,4,12,40,270.9,10
8285,2012,7,4,12,50,271.5,9.9
8286,2012,7,4,13,00,274.7,9.5
8287,2012,7,4,13,10,278.3,9
8288,2012,7,4,13,20,276.6,8
8289,2012,7,4,13,30,272.9,7.8
8290,2012,7,4,13,40,276.3,7.4
8291,2012,7,4,13,50,279.7,7.1
8292,2012,7,4,14,00,282.4,6.1
8293,2012,7,4,14,10,285.9,5.5
8294,2012,7,4,14,20,276.1,4.6
8295,2012,7,4,14,30,260.8,4.3
8296,2012,7,4,14,40,265.1,4.9
8297,2012,7,4,14,50,257.5,5.2
8298,2012,7,4,15,00,249.7,5.4
8299,2012,7,4,15,10,252.7,6.3
8300,2012,7,4,15,20,261.6,7.2
8301,2012,7,4,15,30,263.1,7
8302,2012,7,4,15,40,260,6.6
8303,2012,7,4,15,50,262.4,6.4
8304,2012,7,4,16,00,267.5,6.3
8305,2012,7,4,16,10,271.6,5.7
8306,2012,7,4,16,20,273.4,5.2
8307,2012,7,4,16,30,274.3,5.4
8308,2012,7,4,16,40,270.1,5.1
8309,2012,7,4,16,50,257.1,5.4
8310,2012,7,4,17,00,253.7,5.7
8311,2012,7,4,17,10,255.6,5.9
8312,2012,7,4,17,20,258.7,5.4
8313,2012,7,4,17,30,264.9,5.3
8314,2012,7,4,17,40,263.2,4.8
8315,2012,7,4,17,50,270.3,4.5
8316,2012,7,4,18,00,271.3,3.7
8317,2012,7,4,18,10,284,3.1
8318,2012,7,4,18,20,281.6,2.7
8319,2012,7,4,18,30,276.2,2
8320,2012,7,4,18,40,277.7,1.7
8321,2012,7,4,18,50,286,1.8
8322,2012,7,4,19,00,285.8,1.8
8323,2012,7,4,19,10,259.6,2.1
8324,2012,7,4,19,20,242.6,2.6
8325,2012,7,4,19,30,237.3,1.9
8326,2012,7,4,19,40,226.7,1.7
8327,2012,7,4,19,50,208.5,1.6
8328,2012,7,4,20,00,188.4,1.1
8329,2012,7,4,20,10,168.7,1.1
8330,2012,7,4,20,20,124.7,1.2
8331,2012,7,4,20,30,146.4,2
8332,2012,7,4,20,40,160.8,3
8333,2012,7,4,20,50,162.7,3.5
8334,2012,7,4,21,00,168.3,4
8335,2012,7,4,21,10,166,4.1
8336,2012,7,4,21,20,169.9,4.4
8337,2012,7,4,21,30,168.2,4.3
8338,2012,7,4,21,40,174.1,4.7
8339,2012,7,4,21,50,174.7,4.9
8340,2012,7,4,22,00,176.9,5.1
8341,2012,7,4,22,10,174.1,4.7
8342,2012,7,4,22,20,170.5,4.8
8343,2012,7,4,22,30,170.4,4.8
8344,2012,7,4,22,40,170.3,5
8345,2012,7,4,22,50,170,4.9
8346,2012,7,4,23,00,171.9,5.1
8347,2012,7,4,23,10,169.1,4.9
8348,2012,7,4,23,20,164.4,4.9
8349,2012,7,4,23,30,160,4.7
8350,2012,7,4,23,40,166.1,5.1
8351,2012,7,4,23,50,158.4,5.3
8352,2012,7,5,0,00,158.5,5.7
8353,2012,7,5,0,10,158.6,5.4
8354,2012,7,5,0,20,161.9,5.2
8355,2012,7,5,0,30,157.5,5.3
8356,2012,7,5,0,40,159.4,5.2
8357,2012,7,5,0,50,156.4,4.8
8358,2012,7,5,1,00,153.4,5
8359,2012,7,5,1,10,150.6,4.7
8360,2012,7,5,1,20,155,4.3
8361,2012,7,5,1,30,148.9,4.3
8362,2012,7,5,1,40,145.8,4.1
8363,2012,7,5,1,50,149.7,4.2
8364,2012,7,5,2,00,151.1,4.5
8365,2012,7,5,2,10,142.8,4.7
8366,2012,7,5,2,20,143.2,4.7
8367,2012,7,5,2,30,140.6,4.6
8368,2012,7,5,2,40,141.7,4.4
8369,2012,7,5,2,50,142.6,4.2
8370,2012,7,5,3,00,149.7,3.9
8371,2012,7,5,3,10,149,4.1
8372,2012,7,5,3,20,153.3,4.2
8373,2012,7,5,3,30,160.2,4.1
8374,2012,7,5,3,40,161.4,3.7
8375,2012,7,5,3,50,165.8,3.7
8376,2012,7,5,4,00,170.2,3.8
8377,2012,7,5,4,10,174.3,3.9
8378,2012,7,5,4,20,179,3.8
8379,2012,7,5,4,30,199.1,3.6
8380,2012,7,5,4,40,209.1,3.7
8381,2012,7,5,4,50,227,4.3
8382,2012,7,5,5,00,254.1,5.7
8383,2012,7,5,5,10,359.3,13.9
8384,2012,7,5,5,20,31.3,19.7
8385,2012,7,5,5,30,39.7,19.9
8386,2012,7,5,5,40,41.6,19.4
8387,2012,7,5,5,50,43,18.9
8388,2012,7,5,6,00,49.1,19.5
8389,2012,7,5,6,10,53.2,19.3
8390,2012,7,5,6,20,59.8,18.4
8391,2012,7,5,6,30,63.1,16.7
8392,2012,7,5,6,40,69.1,16.8
8393,2012,7,5,6,50,78.7,14.9
8394,2012,7,5,7,00,88,12.8
8395,2012,7,5,7,10,88.3,12.4
8396,2012,7,5,7,20,93.3,11.9
8397,2012,7,5,7,30,94.7,12.6
8398,2012,7,5,7,40,97.2,11.8
8399,2012,7,5,7,50,104.1,11.8
8400,2012,7,5,8,00,110.9,11.3
8401,2012,7,5,8,10,117.6,9.1
8402,2012,7,5,8,20,127.4,8.9
8403,2012,7,5,8,30,136.5,8.5
8404,2012,7,5,8,40,142.3,8
8405,2012,7,5,8,50,151.2,7.7
8406,2012,7,5,9,00,155.3,8.4
8407,2012,7,5,9,10,156.8,8.5
8408,2012,7,5,9,20,158.5,9.1
8409,2012,7,5,9,30,168.4,8.1
8410,2012,7,5,9,40,166.4,9.1
8411,2012,7,5,9,50,167.8,9.6
8412,2012,7,5,10,00,179.8,9.1
8413,2012,7,5,10,10,184.4,9.7
8414,2012,7,5,10,20,187.2,9.6
8415,2012,7,5,10,30,157.4,8.4
8416,2012,7,5,10,40,161,9
8417,2012,7,5,10,50,183.4,11.2
8418,2012,7,5,11,00,192.1,10.8
8419,2012,7,5,11,10,194.1,10.8
8420,2012,7,5,11,20,193.4,11.1
8421,2012,7,5,11,30,198.2,10.4
8422,2012,7,5,11,40,198.7,9.9
8423,2012,7,5,11,50,201,10.1
8424,2012,7,5,12,00,200.8,10.5
8425,2012,7,5,12,10,203.2,10.4
8426,2012,7,5,12,20,204.8,10.7
8427,2012,7,5,12,30,205.4,10.7
8428,2012,7,5,12,40,208,10.4
8429,2012,7,5,12,50,208.2,10.5
8430,2012,7,5,13,00,206.4,10.7
8431,2012,7,5,13,10,209,10.5
8432,2012,7,5,13,20,210.3,10.4
8433,2012,7,5,13,30,212.4,10.8
8434,2012,7,5,13,40,215.1,10.8
8435,2012,7,5,13,50,220.9,10.3
8436,2012,7,5,14,00,225.1,10.2
8437,2012,7,5,14,10,227.7,9.6
8438,2012,7,5,14,20,230.7,9.5
8439,2012,7,5,14,30,231.1,9.3
8440,2012,7,5,14,40,231.1,9.2
8441,2012,7,5,14,50,231.6,9.4
8442,2012,7,5,15,00,234.1,9.6
8443,2012,7,5,15,10,235.5,9.5
8444,2012,7,5,15,20,240,8.8
8445,2012,7,5,15,30,241.3,7.7
8446,2012,7,5,15,40,237.2,7.6
8447,2012,7,5,15,50,238.9,7.6
8448,2012,7,5,16,00,244.2,7.2
8449,2012,7,5,16,10,250.4,6.9
8450,2012,7,5,16,20,247.1,6.4
8451,2012,7,5,16,30,240.3,6.5
8452,2012,7,5,16,40,241,6
8453,2012,7,5,16,50,239.2,6.2
8454,2012,7,5,17,00,240,6.5
8455,2012,7,5,17,10,239.2,6.5
8456,2012,7,5,17,20,241.7,6.5
8457,2012,7,5,17,30,242,6
8458,2012,7,5,17,40,237.1,5.6
8459,2012,7,5,17,50,234.2,5
8460,2012,7,5,18,00,233,5
8461,2012,7,5,18,10,228.8,5
8462,2012,7,5,18,20,223.7,5.4
8463,2012,7,5,18,30,219.6,5.2
8464,2012,7,5,18,40,219.1,4.7
8465,2012,7,5,18,50,215.8,4.7
8466,2012,7,5,19,00,207.6,4.4
8467,2012,7,5,19,10,205.1,4.1
8468,2012,7,5,19,20,200.8,4
8469,2012,7,5,19,30,195.6,4
8470,2012,7,5,19,40,189.9,4.1
8471,2012,7,5,19,50,186.8,4.1
8472,2012,7,5,20,00,186.9,4.3
8473,2012,7,5,20,10,184.9,4.1
8474,2012,7,5,20,20,182.9,4.1
8475,2012,7,5,20,30,179.8,4.2
8476,2012,7,5,20,40,178.8,4.1
8477,2012,7,5,20,50,177.2,4.2
8478,2012,7,5,21,00,178,4.4
8479,2012,7,5,21,10,174.3,4.3
8480,2012,7,5,21,20,171.2,4.5
8481,2012,7,5,21,30,165.4,4.3
8482,2012,7,5,21,40,163.2,4.3
8483,2012,7,5,21,50,162.9,4.3
8484,2012,7,5,22,00,165.4,4.7
8485,2012,7,5,22,10,167.8,5.3
8486,2012,7,5,22,20,170.1,5.9
8487,2012,7,5,22,30,172.6,6.5
8488,2012,7,5,22,40,183.2,7.8
8489,2012,7,5,22,50,183.1,8
8490,2012,7,5,23,00,183.2,8
8491,2012,7,5,23,10,180.9,7.5
8492,2012,7,5,23,20,182.2,7.4
8493,2012,7,5,23,30,190,8.6
8494,2012,7,5,23,40,195.1,10.3
8495,2012,7,5,23,50,194.8,10.9
8496,2012,7,6,0,00,194.2,10.5
8497,2012,7,6,0,10,193.9,10.4
8498,2012,7,6,0,20,195.4,10.6
8499,2012,7,6,0,30,194.5,10.6
8500,2012,7,6,0,40,192.3,10.5
8501,2012,7,6,0,50,192.3,10.2
8502,2012,7,6,1,00,191.4,10.2
8503,2012,7,6,1,10,191.8,10.5
8504,2012,7,6,1,20,191.6,10.4
8505,2012,7,6,1,30,190.5,10.5
8506,2012,7,6,1,40,194.1,10.3
8507,2012,7,6,1,50,193.2,10.1
8508,2012,7,6,2,00,195.7,9.6
8509,2012,7,6,2,10,194.6,10
8510,2012,7,6,2,20,195.7,9.8
8511,2012,7,6,2,30,197.3,9.7
8512,2012,7,6,2,40,197.7,9.6
8513,2012,7,6,2,50,198.8,8.9
8514,2012,7,6,3,00,201.1,8.5
8515,2012,7,6,3,10,205.4,8.9
8516,2012,7,6,3,20,208.5,9.2
8517,2012,7,6,3,30,210.8,9.3
8518,2012,7,6,3,40,214.2,9.1
8519,2012,7,6,3,50,218,9.7
8520,2012,7,6,4,00,216.9,9.6
8521,2012,7,6,4,10,219.3,9.1
8522,2012,7,6,4,20,221.5,8.8
8523,2012,7,6,4,30,223.2,8.3
8524,2012,7,6,4,40,224.8,8.3
8525,2012,7,6,4,50,230,8.2
8526,2012,7,6,5,00,239.5,7.5
8527,2012,7,6,5,10,248.8,5.8
8528,2012,7,6,5,20,260,5
8529,2012,7,6,5,30,265,4.6
8530,2012,7,6,5,40,265.8,4.1
8531,2012,7,6,5,50,274.7,3.6
8532,2012,7,6,6,00,306.7,3.6
8533,2012,7,6,6,10,309.6,3.4
8534,2012,7,6,6,20,334,4.2
8535,2012,7,6,6,30,344.5,5.1
8536,2012,7,6,6,40,353.4,5.9
8537,2012,7,6,6,50,353.6,6.3
8538,2012,7,6,7,00,359.8,6.6
8539,2012,7,6,7,10,0.8,6.9
8540,2012,7,6,7,20,2.7,8.3
8541,2012,7,6,7,30,9.8,9.9
8542,2012,7,6,7,40,15.1,10.5
8543,2012,7,6,7,50,15.9,10.4
8544,2012,7,6,8,00,18.4,10.4
8545,2012,7,6,8,10,20.1,10.9
8546,2012,7,6,8,20,21.9,11.1
8547,2012,7,6,8,30,24.1,11.1
8548,2012,7,6,8,40,25.6,11.5
8549,2012,7,6,8,50,30,11.8
8550,2012,7,6,9,00,33.5,11.8
8551,2012,7,6,9,10,36.6,11.7
8552,2012,7,6,9,20,35.7,11.4
8553,2012,7,6,9,30,33.3,11.1
8554,2012,7,6,9,40,35.2,11.3
8555,2012,7,6,9,50,41.2,11.6
8556,2012,7,6,10,00,43.8,11.1
8557,2012,7,6,10,10,44.5,10.9
8558,2012,7,6,10,20,43.5,10.2
8559,2012,7,6,10,30,44.5,9.8
8560,2012,7,6,10,40,44.1,9.5
8561,2012,7,6,10,50,48,9.9
8562,2012,7,6,11,00,55.6,9.8
8563,2012,7,6,11,10,62.9,9.4
8564,2012,7,6,11,20,68.8,9.2
8565,2012,7,6,11,30,73.5,8.9
8566,2012,7,6,11,40,75.3,8.7
8567,2012,7,6,11,50,76.3,8.3
8568,2012,7,6,12,00,75.6,8.1
8569,2012,7,6,12,10,74.3,7.9
8570,2012,7,6,12,20,74.3,7.5
8571,2012,7,6,12,30,77.7,6.4
8572,2012,7,6,12,40,80,6
8573,2012,7,6,12,50,86.8,5.8
8574,2012,7,6,13,00,92.3,5.5
8575,2012,7,6,13,10,92.8,4.9
8576,2012,7,6,13,20,94.3,4.3
8577,2012,7,6,13,30,102.4,4.2
8578,2012,7,6,13,40,121.6,3.8
8579,2012,7,6,13,50,147.5,2.8
8580,2012,7,6,14,00,176.5,2
8581,2012,7,6,14,10,182.5,2.4
8582,2012,7,6,14,20,184,3
8583,2012,7,6,14,30,181.1,2.9
8584,2012,7,6,14,40,178.7,2.9
8585,2012,7,6,14,50,177.1,2.9
8586,2012,7,6,15,00,192.1,3.1
8587,2012,7,6,15,10,187.6,2.9
8588,2012,7,6,15,20,190.4,2.7
8589,2012,7,6,15,30,206,3.1
8590,2012,7,6,15,40,212.2,2.8
8591,2012,7,6,15,50,219.9,2.6
8592,2012,7,6,16,00,241.9,2.7
8593,2012,7,6,16,10,232.9,2.4
8594,2012,7,6,16,20,232.9,2.6
8595,2012,7,6,16,30,229.2,2.4
8596,2012,7,6,16,40,239.8,2.1
8597,2012,7,6,16,50,268.2,2.6
8598,2012,7,6,17,00,266.5,2.2
8599,2012,7,6,17,10,244.7,1.8
8600,2012,7,6,17,20,240.3,1.8
8601,2012,7,6,17,30,259.9,1.7
8602,2012,7,6,17,40,229.6,1.7
8603,2012,7,6,17,50,253.3,1.4
8604,2012,7,6,18,00,272.9,1.5
8605,2012,7,6,18,10,291.6,1.1
8606,2012,7,6,18,20,294.5,0.8
8607,2012,7,6,18,30,318.3,1.1
8608,2012,7,6,18,40,331.6,1.3
8609,2012,7,6,18,50,331.5,1.1
8610,2012,7,6,19,00,337.6,1.3
8611,2012,7,6,19,10,353.8,1.2
8612,2012,7,6,19,20,342.4,0.8
8613,2012,7,6,19,30,327.6,0.7
8614,2012,7,6,19,40,353.5,0.5
8615,2012,7,6,19,50,351.8,0.6
8616,2012,7,6,20,00,17.5,0.4
8617,2012,7,6,20,10,50.9,0.6
8618,2012,7,6,20,20,55.8,1.1
8619,2012,7,6,20,30,63.8,2
8620,2012,7,6,20,40,71.7,2.6
8621,2012,7,6,20,50,78.4,2.3
8622,2012,7,6,21,00,82.5,2.3
8623,2012,7,6,21,10,86.4,2.8
8624,2012,7,6,21,20,98.4,2.7
8625,2012,7,6,21,30,111.5,3
8626,2012,7,6,21,40,110.2,3.2
8627,2012,7,6,21,50,105,3.1
8628,2012,7,6,22,00,107.1,3.2
8629,2012,7,6,22,10,103.8,3.2
8630,2012,7,6,22,20,96.6,3.2
8631,2012,7,6,22,30,93.9,3.6
8632,2012,7,6,22,40,95.1,3.6
8633,2012,7,6,22,50,84.2,3.8
8634,2012,7,6,23,00,79.4,3.7
8635,2012,7,6,23,10,83.4,3.5
8636,2012,7,6,23,20,78.4,3.6
8637,2012,7,6,23,30,77.5,3.4
8638,2012,7,6,23,40,92.3,3.1
8639,2012,7,6,23,50,94.4,3
8640,2012,7,7,0,00,71.6,3.4
8641,2012,7,7,0,10,65.9,4
8642,2012,7,7,0,20,67.7,4.1
8643,2012,7,7,0,30,61.7,4.3
8644,2012,7,7,0,40,78.4,3.3
8645,2012,7,7,0,50,89,3.3
8646,2012,7,7,1,00,82.3,3.3
8647,2012,7,7,1,10,98.4,3
8648,2012,7,7,1,20,120,3.5
8649,2012,7,7,1,30,129.2,3.8
8650,2012,7,7,1,40,147.1,4
8651,2012,7,7,1,50,160,4.8
8652,2012,7,7,2,00,168.2,4.8
8653,2012,7,7,2,10,172.9,4.8
8654,2012,7,7,2,20,184,5.5
8655,2012,7,7,2,30,185.5,5.8
8656,2012,7,7,2,40,189.3,6.2
8657,2012,7,7,2,50,194.7,6.9
8658,2012,7,7,3,00,201,7.3
8659,2012,7,7,3,10,202.8,7.2
8660,2012,7,7,3,20,196.8,7
8661,2012,7,7,3,30,196.4,7.2
8662,2012,7,7,3,40,193.7,7.2
8663,2012,7,7,3,50,193.7,7.2
8664,2012,7,7,4,00,199.1,7.4
8665,2012,7,7,4,10,211.2,7.8
8666,2012,7,7,4,20,213.8,7.8
8667,2012,7,7,4,30,211.9,8.6
8668,2012,7,7,4,40,207.8,9.4
8669,2012,7,7,4,50,208.1,9.7
8670,2012,7,7,5,00,209.3,10
8671,2012,7,7,5,10,214.6,9.9
8672,2012,7,7,5,20,218.6,9.5
8673,2012,7,7,5,30,217.9,9.1
8674,2012,7,7,5,40,218.2,9.5
8675,2012,7,7,5,50,223.1,6.2
8676,2012,7,7,6,00,242.2,8.3
8677,2012,7,7,6,10,244.6,8.3
8678,2012,7,7,6,20,246.1,8.4
8679,2012,7,7,6,30,257.1,9.2
8680,2012,7,7,6,40,261.2,9.4
8681,2012,7,7,6,50,263.6,9.5
8682,2012,7,7,7,00,262.7,9.8
8683,2012,7,7,7,10,264.6,10.2
8684,2012,7,7,7,20,268.4,10.7
8685,2012,7,7,7,30,271.5,11.3
8686,2012,7,7,7,40,288.6,11.1
8687,2012,7,7,7,50,286.4,10.1
8688,2012,7,7,8,00,286.4,10.1
8689,2012,7,7,8,10,2.9,7.2
8690,2012,7,7,8,20,337.4,6.4
8691,2012,7,7,8,30,317.8,4.9
8692,2012,7,7,8,40,316.2,4.5
8693,2012,7,7,8,50,328.3,4
8694,2012,7,7,9,00,326.2,4.3
8695,2012,7,7,9,10,328.8,4.4
8696,2012,7,7,9,20,341.9,4.3
8697,2012,7,7,9,30,342.1,5.6
8698,2012,7,7,9,40,348,4.8
8699,2012,7,7,9,50,7.2,5.5
8700,2012,7,7,10,00,16.9,5.2
8701,2012,7,7,10,10,12,7.6
8702,2012,7,7,10,20,11.8,7.6
8703,2012,7,7,10,30,11.8,7.6
8704,2012,7,7,10,40,11.8,7.6
8705,2012,7,7,10,50,24.8,3.2
8706,2012,7,7,11,00,9.9,6.1
8707,2012,7,7,11,10,352.3,10.5
8708,2012,7,7,11,20,357.6,9.2
8709,2012,7,7,11,30,357.4,9.1
8710,2012,7,7,11,40,358.3,8.8
8711,2012,7,7,11,50,7.1,7.9
8712,2012,7,7,12,00,4.8,7.5
8713,2012,7,7,12,10,358,8.6
8714,2012,7,7,12,20,359.2,8.8
8715,2012,7,7,12,30,5,8.1
8716,2012,7,7,12,40,4.8,8.4
8717,2012,7,7,12,50,359.4,9.7
8718,2012,7,7,13,00,357.3,9.5
8719,2012,7,7,13,10,357.2,9.5
8720,2012,7,7,13,20,357.4,8.8
8721,2012,7,7,13,30,355.7,8.2
8722,2012,7,7,13,40,353.4,8.8
8723,2012,7,7,13,50,354.9,9
8724,2012,7,7,14,00,359.8,8.9
8725,2012,7,7,14,10,0.1,8.6
8726,2012,7,7,14,20,1,9
8727,2012,7,7,14,30,1.3,9.7
8728,2012,7,7,14,40,3.3,9.8
8729,2012,7,7,14,50,4,10
8730,2012,7,7,15,00,3.7,10.3
8731,2012,7,7,15,10,5,10.2
8732,2012,7,7,15,20,4.7,10.1
8733,2012,7,7,15,30,6.3,10
8734,2012,7,7,15,40,5.2,10
8735,2012,7,7,15,50,4.6,10.6
8736,2012,7,7,16,00,5.9,10.9
8737,2012,7,7,16,10,4.8,10.6
8738,2012,7,7,16,20,4.8,10.8
8739,2012,7,7,16,30,4.3,10.8
8740,2012,7,7,16,40,4.8,10.6
8741,2012,7,7,16,50,4,11.2
8742,2012,7,7,17,00,5.9,11.1
8743,2012,7,7,17,10,2.7,10.9
8744,2012,7,7,17,20,2.7,11
8745,2012,7,7,17,30,3.6,11.1
8746,2012,7,7,17,40,3,11.2
8747,2012,7,7,17,50,1.7,11.4
8748,2012,7,7,18,00,0.8,11
8749,2012,7,7,18,10,358.8,11.4
8750,2012,7,7,18,20,359.8,11.7
8751,2012,7,7,18,30,358.3,11.7
8752,2012,7,7,18,40,359.4,12
8753,2012,7,7,18,50,359.5,12.1
8754,2012,7,7,19,00,358,12.3
8755,2012,7,7,19,10,357.9,12.2
8756,2012,7,7,19,20,357.6,11.5
8757,2012,7,7,19,30,357.9,11.1
8758,2012,7,7,19,40,357.9,10.9
8759,2012,7,7,19,50,359.6,11
8760,2012,7,7,20,00,358.9,11.2
8761,2012,7,7,20,10,2.7,10.7
8762,2012,7,7,20,20,1.4,10.9
8763,2012,7,7,20,30,3.7,10.2
8764,2012,7,7,20,40,1.6,10.5
8765,2012,7,7,20,50,359.7,10.7
8766,2012,7,7,21,00,0.3,10.5
8767,2012,7,7,21,10,1.6,11.1
8768,2012,7,7,21,20,2.4,10.9
8769,2012,7,7,21,30,3.4,10.5
8770,2012,7,7,21,40,7.7,10.2
8771,2012,7,7,21,50,5.9,10.5
8772,2012,7,7,22,00,6.8,11.1
8773,2012,7,7,22,10,8.4,10.6
8774,2012,7,7,22,20,10.7,11.1
8775,2012,7,7,22,30,8,10.9
8776,2012,7,7,22,40,10.7,11.2
8777,2012,7,7,22,50,8.3,10.8
8778,2012,7,7,23,00,10.2,11
8779,2012,7,7,23,10,10.1,10.9
8780,2012,7,7,23,20,12.3,10.3
8781,2012,7,7,23,30,15.6,10.7
8782,2012,7,7,23,40,17.7,10.6
8783,2012,7,7,23,50,14.5,10.9
8784,2012,7,8,0,00,15.2,10.5
8785,2012,7,8,0,10,17.4,11.3
8786,2012,7,8,0,20,18.1,11.7
8787,2012,7,8,0,30,19,12.2
8788,2012,7,8,0,40,21.4,12.8
8789,2012,7,8,0,50,22.3,13.3
8790,2012,7,8,1,00,21.8,13.6
8791,2012,7,8,1,10,23,13.8
8792,2012,7,8,1,20,25,14.1
8793,2012,7,8,1,30,25.6,13.6
8794,2012,7,8,1,40,26,13.1
8795,2012,7,8,1,50,28.2,13
8796,2012,7,8,2,00,31.7,13.2
8797,2012,7,8,2,10,31.2,13.6
8798,2012,7,8,2,20,29.9,12.3
8799,2012,7,8,2,30,29,12.1
8800,2012,7,8,2,40,30.3,11.7
8801,2012,7,8,2,50,32.6,11.6
8802,2012,7,8,3,00,33.5,11.5
8803,2012,7,8,3,10,34.9,11.2
8804,2012,7,8,3,20,35.6,11.2
8805,2012,7,8,3,30,40.6,11
8806,2012,7,8,3,40,42,10.4
8807,2012,7,8,3,50,40.4,10.1
8808,2012,7,8,4,00,41.4,9.6
8809,2012,7,8,4,10,39.8,9.1
8810,2012,7,8,4,20,37.3,8.6
8811,2012,7,8,4,30,35.1,8.8
8812,2012,7,8,4,40,33.1,8.9
8813,2012,7,8,4,50,32.6,8.8
8814,2012,7,8,5,00,31.4,8.6
8815,2012,7,8,5,10,30.3,9
8816,2012,7,8,5,20,29.7,9.1
8817,2012,7,8,5,30,29.1,9
8818,2012,7,8,5,40,30.6,9
8819,2012,7,8,5,50,29.1,9.4
8820,2012,7,8,6,00,31,9.6
8821,2012,7,8,6,10,31.5,10.3
8822,2012,7,8,6,20,32.4,10.2
8823,2012,7,8,6,30,32.1,10.3
8824,2012,7,8,6,40,28.4,10
8825,2012,7,8,6,50,27.2,9.7
8826,2012,7,8,7,00,30,9.7
8827,2012,7,8,7,10,29.9,9.6
8828,2012,7,8,7,20,25.8,9.5
8829,2012,7,8,7,30,23.3,9.4
8830,2012,7,8,7,40,20.1,9.4
8831,2012,7,8,7,50,22.4,9.9
8832,2012,7,8,8,00,20.7,9.9
8833,2012,7,8,8,10,25.3,10.3
8834,2012,7,8,8,20,25.8,9.7
8835,2012,7,8,8,30,26.3,9.3
8836,2012,7,8,8,40,28.3,9
8837,2012,7,8,8,50,25.4,8.8
8838,2012,7,8,9,00,30.5,8.5
8839,2012,7,8,9,10,40.6,9.6
8840,2012,7,8,9,20,42,9.5
8841,2012,7,8,9,30,44,10
8842,2012,7,8,9,40,46.9,10.8
8843,2012,7,8,9,50,47.3,10.7
8844,2012,7,8,10,00,46.2,9.9
8845,2012,7,8,10,10,44,9.5
8846,2012,7,8,10,20,46.5,9.3
